comune,provincia,nome,zona,locatita,sito_arche,categoria,identificatore,latitudine,longitudine,sup,alt_min,alt_max,alt_media,acqua,nuraghe_costiero,categ_acqua
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1000,40.640252000000004,8.30797,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1001,40.641216,8.312872,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1002,40.651965999999994,8.313069,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1003,40.649432,8.319236,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1005,40.643113,8.317458,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1006,40.642204,8.321766,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1007,40.638913,8.319574000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1008,40.636609,8.323971,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1009,40.630168,8.301934,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1010,40.628608,8.314536,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1011,40.621901,8.326267999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1012,40.606266999999995,8.330107,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1013,40.603404,8.32001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1014,40.59848,8.316991999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1015,40.596838,8.32593,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1016,40.582705,8.336785,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1447,40.628705,8.185611999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1448,40.625783,8.169072,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1449,40.612839,8.188873,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1450,40.618831,8.177138000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1451,40.635487,8.220219,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1452,40.646995000000004,8.239035000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1453,40.654765999999995,8.224307000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1454,40.652619,8.231380999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1455,40.664978999999995,8.263488,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1515,40.58485,8.344126,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1516,40.596346000000004,8.352297,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1517,40.603055,8.340264999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1518,40.615259,8.349658999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1519,40.620633000000005,8.349607,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1520,40.617418,8.359766,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1521,40.631421,8.356563000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1522,40.636305,8.352525,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1523,40.65867,8.340639,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1524,40.618406,8.380432,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1525,40.618922999999995,8.389635,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1527,40.618276,8.400076,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1528,40.59571,8.374812,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1529,40.591012,8.370254,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1530,40.584722,8.377156,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1531,40.582122999999996,8.368497,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1532,40.57972,8.350747,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1533,40.567879,8.353582000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1534,40.569184,8.381473,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1535,40.529892,8.346613,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1536,40.507182,8.362592,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1537,40.591695,8.350254,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR1538,40.62193,8.366842,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR2269,40.659902,8.202736999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR2270,40.657121999999994,8.206147999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR2271,40.654008000000005,8.19513,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR984,40.665955,8.269927000000001,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR985,40.6426,8.233249,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR986,40.660073,8.263542,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR987,40.652316,8.262843,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR988,40.645936,8.252635,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR989,40.599061999999996,8.224325,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR990,40.581036,8.219318,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR991,40.577984,8.217207,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR992,40.605309000000005,8.287157,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR993,40.617459999999994,8.283635,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR994,40.620776,8.280629,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR995,40.619049,8.279645,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR996,40.644399,8.278999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR997,40.649556,8.300811,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR998,40.638776,8.295705,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,,Nurra,,Nuraghe,Nuraghe,NUR999,40.64069,8.303053,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,La Tomba dei vasi tetrapodi.,Nurra,,Tomba di giganti,Tomba di giganti,NUR12719,40.623201,8.403039999999999,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,Necropoli Anghelu Ruju,Nurra,,Domus de janas,Domus de janas,NUR12831,40.6325395024003,8.32658929097978,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,Necropoli Santu Pedru,Nurra,,Domus de janas,Domus de janas,NUR12644,40.624371295985604,8.40373415806234,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,Nuraghe Bianco di Oes,Nurra,,Nuraghe,Nuraghe semplice,NUR1004,40.643251,8.2945,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,Nuraghe Palmavera,Nurra,Lazzaretto,Nuraghe,Nuraghe complesso,NUR8488,40.595048999999996,8.242787,225.3958,0,436,218.0,False,True,costa
ALGHERO,SASSARI,Nuraghe Sant'Imbenia,Nurra,Sant'Imbenia - Porto Conte,Nuraghe,Nuraghe complesso,NUR8539,40.6228540724413,8.19648343867453,225.3958,0,436,218.0,False,True,costa
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1539,40.436444,9.041478999999999,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1540,40.465889000000004,8.997589,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1632,40.454482,9.024753,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1633,40.458944,9.028423,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1634,40.462278000000005,9.022312,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1635,40.448679999999996,9.02924,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1636,40.4282,9.090209,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1637,40.426846999999995,9.063839999999999,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos II,Goceano,,Domus de janas,Domus de janas,NUR7506,40.481244000000004,8.973129,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos III,Goceano,,Domus de janas,Domus de janas,NUR7753,40.481561,8.972249,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos IV,Goceano,,Domus de janas,Domus de janas,NUR7760,40.481533,8.972369,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos IX,Goceano,,Domus de janas,Domus de janas,NUR7629,40.481621999999994,8.972078,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos V,Goceano,,Domus de janas,Domus de janas,NUR7754,40.481476,8.972506,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos VI,Goceano,,Domus de janas,Domus de janas,NUR7593,40.481167,8.972758,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domu de janas di Sos Forrighesos o Sos Furrighesos VII,Goceano,,Domus de janas,Domus de janas,NUR7686,40.48108,8.972892,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Domus de janas di Sos Forrighesos o Sos Furrighesos,Goceano,,Domus de janas,Domus de janas,NUR6947,40.48135,8.972031,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Cambadu,Goceano,,Nuraghe,Nuraghe,NUR2883,40.485721999999996,8.987977800000001,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Castanza,Goceano,,Nuraghe,Nuraghe,NUR3265,40.463364,9.0196788,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Castanza,Goceano,,Nuraghe,Nuraghe,NUR3531,40.450259,9.0132978,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe 'e Mesu,Goceano,,Nuraghe,Nuraghe,NUR3162,40.471977,9.004604800000001,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Ferulas,Goceano,,Nuraghe,Nuraghe,NUR3122,40.465014000000004,8.9855303,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Orchinele,Goceano,,Nuraghe,Nuraghe,NUR3454,40.489936,8.998180900000001,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Sa Pruna,Goceano,,Nuraghe,Nuraghe,NUR6383,40.476904,8.9992377,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Siana,Goceano,,Nuraghe,Nuraghe,NUR2971,40.427611999999996,9.091862400000002,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Siccadores,Goceano,,Nuraghe,Nuraghe,NUR2620,40.481301,8.9969149,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Sos Forrighesos,Goceano,,Nuraghe,Nuraghe,NUR6434,40.475744,8.979005800000001,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Nuraghe Tremmini,Goceano,,Nuraghe,Nuraghe,NUR2623,40.451739,9.0074345,36.8908,240,1158,699.0,True,False,fiume
ANELA,SASSARI,Tomba dei giganti Sa Pruna,Goceano,,Tomba di giganti,Tomba di giganti,NUR12295,40.4762122003735,8.999807224032368,36.8908,240,1158,699.0,True,False,fiume
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1194,40.645612,8.822858,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1195,40.618389,8.815914,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1196,40.606167,8.80758,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1197,40.607833,8.787024,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1198,40.636722,8.781189999999999,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,,Montacuto,,Nuraghe,Nuraghe,NUR1199,40.632834,8.783968,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Badde Austino,Montacuto,,Nuraghe,Nuraghe,NUR3765,40.614336,8.8141626,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Cane,Montacuto,,Nuraghe,Nuraghe,NUR3675,40.649097999999995,8.795802900000002,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Coloru,Montacuto,,Nuraghe,Nuraghe,NUR3730,40.63681,8.8039755,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Congiari,Montacuto,,Nuraghe,Nuraghe,NUR3676,40.643311,8.7944524,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Figu Ghia,Montacuto,,Nuraghe,Nuraghe,NUR2972,40.608933,8.810319,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Frusciu,Montacuto,,Nuraghe,Nuraghe,NUR3456,40.638537,8.811876,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Manuelle,Montacuto,,Nuraghe,Nuraghe,NUR2924,40.640689,8.841008800000001,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Mercurio,Montacuto,,Nuraghe,Nuraghe,NUR3025,40.618006,8.7985468,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Mumusari,Montacuto,,Nuraghe,Nuraghe,NUR3229,40.615133,8.8177728,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Ozzastru,Montacuto,,Nuraghe,Nuraghe,NUR3735,40.640871999999995,8.8007985,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Pedralada,Montacuto,,Nuraghe,Nuraghe,NUR3685,40.64656,8.8142672,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Pedru Cherchi,Montacuto,,Nuraghe,Nuraghe,NUR3250,40.648528000000006,8.802886599999999,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Pentuma,Montacuto,,Nuraghe,Nuraghe,NUR3143,40.657915,8.8059657,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Pianu Piredu,Montacuto,,Nuraghe,Nuraghe,NUR3208,40.644829,8.803744900000002,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Pintadu,Montacuto,,Nuraghe,Nuraghe,NUR3238,40.638969,8.7938288,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Riu Runaghe,Montacuto,,Nuraghe,Nuraghe,NUR5749,40.635791,8.785558199999999,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Riu Runaghe - Camera del piano terra,Montacuto,,Nuraghe,Nuraghe,NUR3846,40.635745,8.7854616,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Santedero,Montacuto,,Nuraghe,Nuraghe,NUR3428,40.626575,8.805367599999999,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Su Achileddu,Montacuto,,Nuraghe,Nuraghe,NUR3695,40.638467999999996,8.831957699999998,38.1892,215,483,349.0,False,False,
ARDARA,SASSARI,Nuraghe Su Chercu,Montacuto,,Nuraghe,Nuraghe,NUR3187,40.63779,8.786669999999999,38.1892,215,483,349.0,False,False,
BANARI,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1398,40.596854,8.664418,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1399,40.593722,8.648918,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Domus de janas di Ziu Juanne,Meilogu,,Domus de janas,Domus de janas,NUR7280,40.579353999999995,8.668304,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Corona Alta,Meilogu,,Nuraghe,Nuraghe,NUR2723,40.561693,8.6757714,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Domu Pabaras,Meilogu,,Nuraghe,Nuraghe,NUR2916,40.593011,8.645108300000002,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Farre,Meilogu,,Nuraghe,Nuraghe,NUR3188,40.578005,8.639009,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Monte Franca,Meilogu,,Nuraghe,Nuraghe,NUR3724,40.595942,8.668258400000001,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Sa Tanchitta,Meilogu,,Nuraghe,Nuraghe,NUR3658,40.562738,8.687805099999999,21.2512,168,583,375.5,True,False,fiume
BANARI,SASSARI,Nuraghe Su Crapione,Meilogu,,Nuraghe,Nuraghe,NUR3260,40.575127,8.6798563,21.2512,168,583,375.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1400,40.45562,9.168954,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1401,40.386765999999994,9.186691999999999,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1402,40.438666999999995,9.183983999999999,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1403,40.438666999999995,9.157594,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1404,40.439501,9.15065,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1405,40.368666,9.146484,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1406,40.416722,9.133983,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1407,40.413663,9.123629,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1409,40.437011,9.130816000000001,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1410,40.419299,9.114455,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,,Goceano,,Nuraghe,Nuraghe,NUR1411,40.443011,9.160692,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,dolmen di Maone,Goceano,MAONE,Dolmen,Dolmen,NUR6857,40.445961,9.169047,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,dolmen di Serra Ona,Goceano,FUNDU E MONTE (SERRA ONA),Dolmen,Dolmen,NUR6854,40.42731,9.197641,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Domu de janas di Su Anzu 'e Sos Beccos o Mercuria,Goceano,,Domus de janas,Domus de janas,NUR12346,40.4234426418382,9.12786966392772,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Domu de janas Sa Menta o Luzzanas,Goceano,,Domus de janas,Domus de janas,NUR7425,40.436577,9.125399,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Domus de janas Sa Mandra 'e Giosso,Goceano,,Domus de janas,Domus de janas,NUR12308,40.456796000000004,9.143719,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Bodoi,Goceano,,Nuraghe,Nuraghe,NUR3088,40.481071,9.1397023,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Carvoneddu,Goceano,,Nuraghe,Nuraghe,NUR3590,40.433467,9.1548541,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Ena 'e Sedina,Goceano,,Nuraghe,Nuraghe,NUR2710,40.467364,9.1420519,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Nodu Liotto,Goceano,,Nuraghe,Nuraghe,NUR3044,40.452804,9.221212,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Ogoro,Goceano,,Nuraghe,Nuraghe,NUR2925,40.410418,9.117783300000001,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Ortuine,Goceano,,Nuraghe,Nuraghe,NUR3026,40.490907,9.1474137,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Ortuineddu,Goceano,,Nuraghe,Nuraghe,NUR2762,40.488137,9.140606199999999,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Pedrarva,Goceano,,Nuraghe,Nuraghe,NUR2664,40.387871000000004,9.1159218,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Puddighinu,Goceano,,Nuraghe,Nuraghe,NUR6483,40.416371000000005,9.131403500000001,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Sae Maria Luisa,Goceano,,Nuraghe,Nuraghe,NUR6103,40.49566,9.1469228,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Salamanza,Goceano,,Nuraghe,Nuraghe,NUR1408,40.424904,9.12374,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Sa Mandra 'e Sa Giua,Goceano,,Nuraghe,Nuraghe,NUR3580,40.458239,9.155049900000002,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe S'Aspru,Goceano,,Nuraghe,Nuraghe complesso,NUR5711,40.456357000000004,9.1341287,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Nuraghe Torodda,Goceano,,Nuraghe,Nuraghe,NUR5669,40.419124,9.1565224,94.4475,248,729,488.5,True,False,fiume
BENETUTTI,SASSARI,Tomba di giganti di Maone,Goceano,,Tomba di giganti,Tomba di giganti,NUR12309,40.444049,9.169978,94.4475,248,729,488.5,True,False,fiume
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1420,40.561723,8.720077999999999,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1421,40.552001000000004,8.723689,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1422,40.557014,8.694691,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1423,40.55001,8.631424,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1424,40.554082,8.646109,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1425,40.55447,8.638912,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,,Meilogu,,Nuraghe,Nuraghe,NUR1426,40.559915999999994,8.650482,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,domus de janas,Meilogu,,Domus de janas,Domus de janas,NUR6941,40.552238,8.630372,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,Domus de Janas di Enas de Cannuja,Meilogu,,Domus de janas,Domus de janas,NUR6961,40.561591,8.625801,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,Nuraghe Badde,Meilogu,,Nuraghe,Nuraghe,NUR3782,40.555056,8.7116727,26.7944,275,690,482.5,False,False,
BESSUDE,SASSARI,Nuraghe Crastu,Meilogu,,Nuraghe,Nuraghe,NUR3010,40.542326,8.6404064,26.7944,275,690,482.5,False,False,
